Stock Name,Quarterly Results Date,QoQ % Net Profit Latest,QoQ % EPS Latest,YoY% EPS Latest,QoQ % Sales Latest,YoY % Sales Latest
ATGL,27/01/2025,-23.3,-23.7,-19.9,6.2,12
AURIONPRO,27/01/2025,5,5,-43.6,10,32.6
AWL,27/01/2025,32.2,31.8,103.2,16.6,31.4
BAJAJHFL,27/01/2025,0.4,-1.5,1.5,1.6,25.8
CANBK,27/01/2025,0.7,0.4,11.2,1.9,7.9
COALINDIA,27/01/2025,35.3,35.2,-16.5,16.6,-1
DIAMONDYD,27/01/2025,-715.7,-713.5,-451.5,0.8,8.9
DOLPHIN,27/01/2025,20.2,20.4,3436.4,70,1432.3
DWARKESH,27/01/2025,144.8,145,11.5,27.1,-0.1
EMAMILTD,27/01/2025,32.2,30.9,7.9,17.8,5.3
EPIGRAL,27/01/2025,28.5,23.8,101.2,3.1,36.8
FEDERALBNK,27/01/2025,-14.7,-14.1,-9.6,3.7,19.4
GANGOTRI,27/01/2025,50,100,NA,NA,NA
IGL,27/01/2025,-28.3,-28.3,-31.6,12.1,16.8
JINDRILL,27/01/2025,91.3,91.4,110.4,38.8,30.7
KAYNES,27/01/2025,10.8,10.3,46.8,15.6,29.9
KRN,27/01/2025,11.5,-19.7,24,22.4,69.8
LTFOODS,27/01/2025,-3.5,-3.3,-7.2,7.9,17.2
MAHLOG,27/01/2025,24.1,15.5,46.6,4.8,14.1
MAHSEAMLES,27/01/2025,-15.5,-15.5,-32.8,9,-1.6
MANBA,27/01/2025,11.1,11.2,-34.2,6.6,42.9
NAVKARCORP,27/01/2025,-402.2,-442.9,17.4,-2.7,10.8
NGIL,27/01/2025,100,100,100,50.9,-1.9
NIACL,27/01/2025,284.5,292.6,-51.6,-0.8,-5.8
NITINSPIN,27/01/2025,6.1,6.3,38.9,2,11.8
PEL,27/01/2025,-76.3,-76.3,101.6,7,-1.1
PETRONET,27/01/2025,2.3,2.3,-27.9,-6.1,-17.1
PREMIERPOL,27/01/2025,-15.4,-14.7,-69.7,-12.3,1.4
PRUDENT,27/01/2025,-6.5,-6.4,33.8,-0.4,35.7
RAILTEL,27/01/2025,-10.5,-10.6,4.6,-9,14.8
REFEX,27/01/2025,61,50.4,153.6,35.9,134.3
ROSSELLIND,27/01/2025,-78.1,-78.1,1880,-21.8,21.1
SANGHIIND,27/01/2025,50.4,50.4,51.3,70.9,36.9
SUMICHEM,27/01/2025,-55.8,-55.9,45.7,-35.9,15.2
SUNDRMFAST,27/01/2025,-9.1,-8.7,-0.2,-3,5.4
TATASTEEL,27/01/2025,-61.1,-61.2,-44.7,-0.5,-3
TOKYOPLAST,27/01/2025,-81,-81,-70.4,3.1,19.6
UDS,27/01/2025,11.1,9.5,47.8,2.2,9.2
UNIONBANK,27/01/2025,-2.7,-2.6,23.9,0.9,6.3
VASCONEQ,27/01/2025,632.3,626.1,271.1,47.5,5.2
VHL,27/01/2025,33.1,33.2,22.6,-11.6,-15.8
VIRINCHI,27/01/2025,2082.4,1750,-39.3,10.9,13.5
WEALTH,27/01/2025,-41.1,-40.9,-11.6,-19,4.9
WHEELS,27/01/2025,2.7,2.9,118.4,-2.5,-6.5
WONDERLA,27/01/2025,37.6,22.6,-52.2,80.2,-1.7
YATHARTH,27/01/2025,-1.5,-12.5,-10.5,0.6,31.3
APTECHT,25/01/2025,-35.1,-35.4,-49.6,-12.9,9.4
ASAL,25/01/2025,-17,-16.7,-26.5,0.5,-8.5
BALKRISIND,25/01/2025,29.5,29.5,46.5,5.8,12.6
BSHSL,25/01/2025,326.5,309.5,14.7,352.4,67.3
CDSL,25/01/2025,-19.9,-19.8,-39.8,-13.7,29.6
GAEL,25/01/2025,3.3,2.6,-30.2,0.6,-13.1
GOCOLORS,25/01/2025,17.7,17.8,1.8,3,6.2
ICICIBANK,25/01/2025,-0.4,-0.8,15.4,1.5,15.1
IDFCFIRSTB,25/01/2025,60.5,64.3,-57.8,4.3,18.6
INDOTHAI,25/01/2025,-79,-79.1,-82.7,-40.7,-40.8
JKCEMENT,25/01/2025,39.4,50.6,-33.3,14.5,-0.2
LODHA,25/01/2025,123.3,122.8,78.3,55.5,39.3
NDTV,25/01/2025,-3.8,-5.5,-517.1,19.2,35.4
NTPC,25/01/2025,-3.9,-4,-3.3,0.8,5.2
NTPCGREEN,25/01/2025,-62.6,-68,NA,-53.3,NA
ORIENTBELL,25/01/2025,-2,0,129.6,1.6,0.4
SBFC,25/01/2025,4.8,2.5,19.1,6.1,26.2
SIYSIL,25/01/2025,-33,-33,2.7,-6.2,13.6
SPORTKING,25/01/2025,-34.9,-35.4,-88.3,-6.4,1.8
TCI,25/01/2025,-4.9,-5.3,25.5,2.3,14.5
YESBANK,25/01/2025,9.3,11.1,42.9,1.2,12.1
AAKASH,24/01/2025,73.3,50,-72.7,1.1,6.7
ACL,24/01/2025,-25.5,-25.7,-106.1,20.8,-32.3
ADORWELD,24/01/2025,120.1,79.5,-35.7,1.8,5
AGRITECH,24/01/2025,-22.2,-35.7,-101.3,200,NA
ALKYLAMINE,24/01/2025,-7.9,-7.9,29.1,-10.5,15.2
ARKADE,24/01/2025,15.4,15.4,-16.1,11.4,-6
ASALCBR,24/01/2025,70.2,60.6,95.7,28.4,71.2
ATUL,24/01/2025,-16.1,-20.5,53.1,1.7,24.5
AUBANK,24/01/2025,-7.5,-7.7,26.6,5.2,50.4
BANKINDIA,24/01/2025,8.9,8.8,36.6,4.9,19.6
BHARATGEAR,24/01/2025,-175.7,-175.8,-87.2,-13.7,-0.5
BIRLAMONEY,24/01/2025,-18.4,-18.4,44,-15.6,4.6
BLAL,24/01/2025,42.9,38.9,15.4,NA,NA
CENTRUM,24/01/2025,-864.5,-121.1,-88.1,12,52.5
CHEMBOND,24/01/2025,-15.6,-15.5,-13.2,2.1,10
CREDITACC,24/01/2025,-153.5,-46.5,-71.9,-5,6.8
CYBERTECH,24/01/2025,0.8,1,64.8,1.1,7.1
DAMCAPITAL,24/01/2025,133.8,137.1,NA,65,131
DCBBANK,24/01/2025,-2.6,-2.6,19,6.5,21.6
DLF,24/01/2025,-23.4,-23.3,61.5,-22.6,0.5
EMSLIMITED,24/01/2025,1.8,1.7,35.3,5.1,22.9
FEDFINA,24/01/2025,-71,-71.4,-71.8,3.9,28.9
GODREJCP,24/01/2025,1.4,1.5,-14.3,2.8,3
GRANULES,24/01/2025,20.9,20.9,-6.4,17.7,-1.6
GREENPOWER,24/01/2025,-133.7,-134.5,-11.1,-72.2,1.4
GRPLTD,24/01/2025,72.4,73.9,-74.7,0.4,20.5
HINDPETRO,24/01/2025,1682.5,1657.4,133.9,10.6,-0.7
INDIGO,24/01/2025,347,347,-18.7,30.3,13.7
INTELLECT,24/01/2025,34.8,32.1,-18,9.2,-3.9
JSWSTEEL,24/01/2025,78,62.8,-70.6,4.3,-1.3
LAURUSLABS,24/01/2025,365.2,350,249,15.6,18.4
LMW,24/01/2025,-21.2,-21.1,-80.5,-0.3,-36.9
NIITLTD,24/01/2025,14.8,13.8,-13.2,8.1,15.1
NURECA,24/01/2025,-483.3,-483.3,-1747.1,-15.2,17.8
OMAXAUTO,24/01/2025,-81.6,-81.6,1775,17.4,-12.1
ORIENTCEM,24/01/2025,329.7,345.5,-78.5,18.2,-14.4
POCL,24/01/2025,-13.1,-19.1,23.3,-12.2,9.9
RPGLIFE,24/01/2025,725.8,731.5,32,0.3,12.3
SAGCEM,24/01/2025,4.4,3.4,-579,18.7,-15.8
SAMPANN,24/01/2025,206.2,207.4,583.3,12.8,38.5
SASKEN,24/01/2025,-26.6,-24.8,-49.5,7,49.8
SBC,24/01/2025,-33.3,-35.3,22.2,9.2,38.6
SHAKTIPUMP,24/01/2025,2.5,2.5,111.2,2.2,30.9
SHARDACROP,24/01/2025,-26.6,-26.6,505.3,19.6,46.9
SHREDIGCEM,24/01/2025,-1223.3,-925,-114.9,28.6,-2.3
SHRIRAMFIN,24/01/2025,50.9,-69.7,-65.3,6,15
SOLARA,24/01/2025,0.6,0.4,102.9,-13.4,20.7
STEELXIND,24/01/2025,474.6,550,NA,25.7,27.7
SUPRIYA,24/01/2025,1.3,1.4,54.1,11.7,32.5
SURANASOL,24/01/2025,-52.8,-57.1,-62.5,-25.8,138.6
SUVEN,24/01/2025,21.2,21.5,3.2,-37.8,-36.9
TORNTPHARM,24/01/2025,11,10.9,13.1,-2.8,2.8
TREEHOUSE,24/01/2025,-8.6,-12.5,-190,-11.7,-14.2
TRIDENT,24/01/2025,-3.9,0,-23.8,-2.7,-9.2
TTKHLTCARE,24/01/2025,-2.8,-2.8,29,3.1,11.3
UGROCAP,24/01/2025,5.6,5.5,14.8,12.4,38.6
VIMTALABS,24/01/2025,43.9,43.6,117,6.4,10.4
VISHNU,24/01/2025,50.3,50,62,8,22.3
ADANIENSOL,23/01/2025,-19.2,-16.7,60.8,-5.7,27.8
ADANIGREEN,23/01/2025,-8,77.7,92,-22.6,2.3
AMBER,23/01/2025,76.4,85.8,7678.6,26.6,64.8
CGCL,23/01/2025,32,31.4,89,9.2,35.6
CYIENT,23/01/2025,-31.6,-31.7,-17.4,4.2,5.8
DRREDDY,23/01/2025,4.6,12.5,2.3,4.3,15.8
GREAVESCOT,23/01/2025,146.7,500,-64,6.4,12.8
IEX,23/01/2025,-0.8,-0.8,17.5,-5.2,14.5
INDUSTOWER,23/01/2025,80,80,159.6,1.1,4.8
IONEXCHANG,23/01/2025,-2.2,-4.9,2.2,7.1,24.7
JAYNECOIND,23/01/2025,324.9,332.4,-13.2,34.7,6.5
KFINTECH,23/01/2025,0.9,0.6,33.9,3.4,32.5
MANKIND,23/01/2025,-41.6,-43.5,-18.6,5,23.9
MENONBE,23/01/2025,2.1,3.2,-2,42.3,18
MPHASIS,23/01/2025,1.1,0.8,13.7,0.7,6.7
MPSLTD,23/01/2025,15.4,15.5,26.8,4.8,39.2
NAM-INDIA,23/01/2025,-18,-18.2,2.9,2.9,38.9
NATHBIOGEN,23/01/2025,135.4,141.4,-30.7,14.5,15.8
NDLVENTURE,23/01/2025,-68.2,-66.7,-81.8,NA,NA
PILITA,23/01/2025,38.1,40,-12.5,38.4,12.1
RAJRATAN,23/01/2025,-51.1,-50.9,-52.6,-11,-6.2
SENORES,23/01/2025,NA,NA,57.4,NA,30.4
SONACOMS,23/01/2025,5,4.3,7.5,-5.9,11
SPANDANA,23/01/2025,-103.7,-303.5,-444.9,-19.1,-11.3
SURYODAY,23/01/2025,-26.7,-26.9,-41.9,-3.8,18.8
SYNGENE,23/01/2025,23.5,23,17.7,5.9,10.6
TARACHAND,23/01/2025,-27.9,-28.3,40.4,14.5,44.8
TEJASNET,23/01/2025,-39.8,-41.3,457.2,-6,371.8
THYROCARE,23/01/2025,-28.3,-29,23.4,-7,22.2
TTML,23/01/2025,4.6,4.7,-2.5,-3.1,12.4
UJJIVANSFB,23/01/2025,-53.4,-53.7,-65.4,-1.3,8.2
ULTRACEMCO,23/01/2025,78.6,79.2,-17.4,10,2.7
UNITDSPR,23/01/2025,-1.8,-1.7,-4.2,20.7,14.3
V2RETAIL,23/01/2025,2151.6,2143.1,111.4,55.5,58.1
ZEEL,23/01/2025,-21.9,-22.4,178.7,-1.1,-3.3
20MICRONS,22/01/2025,-21.7,-21.5,12.3,-10.6,22.7
ACCELYA,22/01/2025,-0.4,-0.3,4.6,4.8,6.7
ADROITINFO,22/01/2025,20,22.2,-24.1,8.6,7.1
AKG,22/01/2025,0,0,-66.7,-12.3,-34
ALLDIGI,22/01/2025,63.5,64,76.9,6.1,16.3
BLBLIMITED,22/01/2025,-257.6,-257.6,-432.1,-57.1,65.4
BPCL,22/01/2025,65.7,65.8,-40.4,10.1,-2
CIGNITITEC,22/01/2025,20.1,20.1,32.3,3.4,10.3
COFORGE,22/01/2025,9.5,6.3,-16.4,8.4,42.8
E2E,22/01/2025,-5,-19.1,51.4,-12.6,73.1
ELECON,22/01/2025,22.6,22.5,18.9,4.1,11.7
GODIGIT,22/01/2025,32.4,33,163.3,9,6.6
GRAVITA,22/01/2025,8.5,1.1,20.3,7.4,31.5
HDFCBANK,22/01/2025,-1.5,-1.3,1.6,2.5,9
HERITGFOOD,22/01/2025,-11.5,-11.6,60,1.4,9.9
HINDUNILVR,22/01/2025,15.2,15.1,18.9,-0.7,1.6
HUDCO,22/01/2025,6.7,6.7,41.7,9.6,37.1
JAGSNPHARM,22/01/2025,177.9,178.6,703.3,-0.9,56.4
KRITIKA,22/01/2025,-14.2,-11.1,14.3,12.8,93.6
LXCHEM,22/01/2025,4.2,2.9,7.1,2,13.4
MITTAL,22/01/2025,-22.7,0,0,-7.3,31.3
NIITMTS,22/01/2025,8.1,8.1,8.1,5.4,7
NUVOCO,22/01/2025,27.9,27.4,-297.7,6.2,-0.5
PERSISTENT,22/01/2025,14.8,14.7,29.7,5.7,22.6
PIDILITIND,22/01/2025,3.1,3.3,8.2,4.1,7.6
POLYCAB,22/01/2025,4.3,4,10.7,-5,20.4
RSSOFTWARE,22/01/2025,-57.8,-68.2,-79.7,-26.5,-34.5
RTNPOWER,22/01/2025,425.6,NA,100.9,7.4,-9.1
STEL,22/01/2025,-98.4,-98.4,0,-96.2,0
TATACOMM,22/01/2025,3.9,3.9,427.4,1.2,2.9
TIPSMUSIC,22/01/2025,-8.2,-8.2,28.1,-3.7,19.6
UEL,22/01/2025,391.2,362.5,-89.3,72.4,39.9
VTL,22/01/2025,7.3,6.9,31.4,-1.5,5.8
WENDT,22/01/2025,-23.3,-23.1,-14.6,-4.1,-2.1
ZENSARTECH,22/01/2025,2.6,2.5,-1.4,1.3,10.1
ABREL,21/01/2025,-1597.2,-1612.5,-148.7,-15.2,-10.6
CYIENTDLM,21/01/2025,-30,-29.1,-40.3,14.1,38.3
DALBHARAT,21/01/2025,34.6,32.1,-76.8,3,-11.7
EIMCOELECO,21/01/2025,-52.7,-52.6,-18,-31.3,-5.1
ICICIPRULI,21/01/2025,29.4,28.6,42.4,-82,-82.8
INDBANK,21/01/2025,-64.8,-65.3,-55.2,-30.9,-14.7
INDIACEM,21/01/2025,135,134.2,19650,-6.6,-17.8
INDIAMART,21/01/2025,-10.5,-10.5,47.7,1.9,16
INDOCO,21/01/2025,-184,-175,-261.6,-5.1,-10.7
JSFB,21/01/2025,14.4,14,-60.3,1,13.4
KEI,21/01/2025,6.4,4.2,7,8.2,19.8
MANORAMA,21/01/2025,10.5,10.2,296,7,112.3
ONWARDTEC,21/01/2025,68.7,69.4,-11.9,0.3,8.1
PANACHE,21/01/2025,-10.6,-8.9,183,-11.6,35.5
PNBHOUSING,21/01/2025,2.8,2.9,42.7,3.3,10.6
PRIMESECU,21/01/2025,-52.4,-52.5,1.2,-29.1,17.8
ROSSARI,21/01/2025,-10.4,-10.3,-8,2.9,10.5
SERVOTECH,21/01/2025,-27.5,-30.8,620,8.1,300.5
SOUTHBANK,21/01/2025,5.3,4.8,12,0.7,8.5
TANLA,21/01/2025,-9,-9.2,-15.5,0,-0.2
TATATECH,21/01/2025,7.1,7.2,-1,1.6,2.2
UCOBANK,21/01/2025,6,3.9,26.2,2.3,12
AGI,20/01/2025,25.5,25.5,34.9,9.9,5.8
APLAPOLLO,20/01/2025,303.1,303.1,31.2,13.8,30
AURUM,20/01/2025,29.8,45.5,12.7,0.9,12.5
CENTRALBK,20/01/2025,4.3,3.7,30.6,3.7,8.9
DIXON,20/01/2025,-47.5,-58.6,75.8,-9.4,117
IDBI,20/01/2025,4.5,4.6,29.3,5,19.4
INDOSTAR,20/01/2025,-12.6,-12.4,64.5,8.2,56.8
IOB,20/01/2025,12.4,12.2,21.1,3.8,15.2
IRFC,20/01/2025,1.1,1.6,2.5,-2,0.4
ISEC,20/01/2025,-4.7,-5,7.7,-7.1,19.9
J&KBANK,20/01/2025,-4.4,-4.4,25,2.8,11.4
KARURVYSYA,20/01/2025,4.7,4.6,20.3,4.3,16.2
KRYSTAL,20/01/2025,0,0.1,-2.4,3.8,-2.5
LTF,20/01/2025,-10.2,-10.4,-2.3,1.9,15.9
MRPL,20/01/2025,144.4,144.2,-21.4,-12.4,-11.3
NEWGEN,20/01/2025,27.1,26.8,29.9,5.5,17.6
OBEROIRLTY,20/01/2025,4.9,4.9,70.4,6.9,33.9
PAYTM,20/01/2025,-122.4,-122.4,5.5,10.1,-35.9
RPEL,20/01/2025,11.6,12,64.6,12,73.2
SHANTI,20/01/2025,-512.8,-497.2,-451.3,774.5,737.6
SUNTECK,20/01/2025,22.7,22.4,539.4,-4.3,280.3
SUPREMEIND,20/01/2025,-9.5,-9.5,-27.3,10.4,2.5
VIDHIING,20/01/2025,21.9,21.5,47.7,7.9,56.3
ZOMATO,20/01/2025,-66.5,-70,-62.5,12.6,64.4
KSOLVES,19/01/2025,10.7,-44.6,-43.1,7.8,32
3PLAND,18/01/2025,-60.4,-61.1,-4.5,-46.6,4.5
AVANTEL,18/01/2025,-11.4,-13.3,21.4,-8.8,19
BLUECOAST,18/01/2025,-100.4,-100.3,79.4,NA,NA
CANFINHOME,18/01/2025,0.3,0.3,6,2.5,9.4
CHENNPETRO,18/01/2025,103.3,103.3,-94.3,6.9,-25.6
CONTROLPR,18/01/2025,-38.7,-40.1,-37.9,1.5,16.5
DAVANGERE,18/01/2025,412.9,250,16.7,85.9,-6.7
DCMSHRIRAM,18/01/2025,316.4,317.1,9,13.8,10.9
GULFPETRO,18/01/2025,36.1,36.5,3.1,8.6,-12.4
KOTAKBANK,18/01/2025,-6.8,-6.9,10.2,1.3,14.8
MGEL,18/01/2025,13.6,8.6,111.1,-10.6,-5.6
NETWEB,18/01/2025,17.8,17.7,15.9,33,31.8
RBLBANK,18/01/2025,-78.7,-78.7,-79.8,0.2,10.8
SIGACHI,18/01/2025,-2.5,-3,28,11.6,25.6
VARDHACRLC,18/01/2025,151.3,157.9,-30,15.7,31.9
5PAISA,17/01/2025,-26.3,-26.2,7,-15.4,-15
ATLASCYCLE,17/01/2025,-96.9,-96.9,109.5,-40.5,69.2
EXCEL,17/01/2025,-13.5,0,NA,24.7,696.9
GANESHHOUC,17/01/2025,1.5,1.4,60,8.3,41.6
ICICIGI,17/01/2025,4.4,4.3,67,0.2,18.6
INDHOTEL,17/01/2025,8.5,4.9,28.6,38.7,29
JIOFIN,17/01/2025,-57.2,-57.4,0,-36.8,6
MRO-TEK,17/01/2025,8.7,8.7,-78.3,-5.9,-6.3
NEXTMEDIA,17/01/2025,17.2,16.4,-3.7,13.8,-8.6
PONNIERODE,17/01/2025,-79.1,-79.1,-79.3,22.4,-7
RALLIS,17/01/2025,-88.8,-88.7,-53.7,-43.8,-12.7
RKFORGE,17/01/2025,-47.5,-47.5,14.8,1.9,1.5
SBILIFE,17/01/2025,4,4,71.3,-53.2,-51.7
SESHAPAPER,17/01/2025,-36.3,-36.1,-75.9,8.2,-8.9
SPLPETRO,17/01/2025,-21.1,-21,5.3,-6.7,18.3
SSWL,17/01/2025,3.4,3.4,-19.8,-1.9,-3.2
STLTECH,17/01/2025,-71.8,-75,65.7,-10.8,-4.6
SWARAJENG,17/01/2025,-29.7,-29.7,32,-25.6,23.5
TECHM,17/01/2025,-21.4,-28.8,74.2,-0.2,1.4
VINYLINDIA,17/01/2025,-3.3,-2.8,-27.8,-2.6,-7.9
WIPRO,17/01/2025,4.3,4.2,24,0.1,0.5
ALOKINDS,16/01/2025,-4.2,-3.8,-19.6,-2.5,-31.1
AXISBANK,16/01/2025,-8.8,-9,3.5,1.8,11.4
BEPL,16/01/2025,-13.6,-14.2,1.2,-5.8,18.5
DBCORP,16/01/2025,43.1,43.2,-4.7,15,-0.3
DGCONTENT,16/01/2025,-39.2,-39.2,1355.6,-4.5,1.3
HATSUN,16/01/2025,-36.4,-36.6,-28.7,-3,6.5
HAVELLS,16/01/2025,3.8,3.7,-3.3,7.7,10.8
INFY,16/01/2025,4.7,4.6,11.4,1.9,7.6
KESORAMIND,16/01/2025,1,0.9,-42,11.5,-1.4
KHAICHEM,16/01/2025,510.1,503.1,146.4,-13.8,55.9
LTIM,16/01/2025,-13.2,-13.3,-7.2,2.4,7.1
MASTEK,16/01/2025,-26.4,-26.4,24.9,0.2,10.9
METROBRAND,16/01/2025,32.4,35.9,-3.3,20.1,10.6
PLASTIBLEN,16/01/2025,6,6.2,1.6,-0.5,-6.5
RADHIKAJWE,16/01/2025,114.2,112.1,45.1,56.7,17.2
RELIANCE,16/01/2025,13.5,11.9,7.4,3.6,6.6
SHEKHAWATI,16/01/2025,-41.9,-41.3,238.5,-14.5,15.7
SHEMAROO,16/01/2025,-40.9,-38.6,-21,1.4,5.3
SPENCERS,16/01/2025,45.7,45.7,7.6,-0.2,-21
SWSOLAR,16/01/2025,99.1,106.5,123.4,78.3,215.2
AEROFLEX,15/01/2025,8.7,9.5,64.3,3.6,32.4
AIIL,15/01/2025,-36.1,-36,-10.3,-43.5,-10.6
CEATLTD,15/01/2025,-20.1,-20.3,-46.5,-0.1,11.4
DBSTOCKBRO,15/01/2025,-30.9,-29.3,-68.5,-26.2,-30.8
HDFCLIFE,15/01/2025,-3.2,-3.4,14.6,-39.3,-35.8
IEL,15/01/2025,82.2,81.7,-22.2,0.5,-11.9
KRISHANA,15/01/2025,22.5,22.4,398.5,1.1,32
LTTS,15/01/2025,2.7,2.6,-6.4,3.7,12.3
MAHABANK,15/01/2025,5.9,-2.1,25.2,5.1,22.3
MAHEPC,15/01/2025,330.1,329.3,278.3,62.8,1.4
MAHSCOOTER,15/01/2025,-97.8,-97.8,232.2,-96.5,-9.1
MBAPL,15/01/2025,29,29.1,1260,1.9,16.4
NELCO,15/01/2025,20.7,20.6,-19.6,-2.2,-3
OFSS,15/01/2025,-6.3,-6.4,-27.1,2.5,-5.9
ORIENTHOT,15/01/2025,157.3,168.8,-17.3,18,19.4
PSB,15/01/2025,17.7,20,147.1,7,17.7
RIIL,15/01/2025,-12.5,-12.6,-24.6,0.9,-17.3
VIJIFIN,15/01/2025,58.3,50,NA,-3.3,15.7
HATHWAY,14/01/2025,-47.2,-46.7,-38.5,-0.3,1.3
HDFCAMC,14/01/2025,11.2,11.1,31.3,5.3,39.2
NETWORK18,14/01/2025,-819.4,-1377.8,-2287.2,-25.5,-23.3
SHOPERSTOP,14/01/2025,354,355.4,41.8,23.7,11.5
ANANDRATHI,13/01/2025,1.3,-49,-33,-2.2,29.9
ANGELONE,13/01/2025,-33.5,-33.6,0.6,-16.7,19.2
DELTACORP,13/01/2025,32.4,31.7,3.1,3.5,-7.5
DEN,13/01/2025,-18.8,-22.9,-15.2,4.7,-4.5
HCLTECH,13/01/2025,8.4,8.3,5,3.6,5.1
HSCL,13/01/2025,4,5.1,16.6,0.3,8.4
MARATHON,13/01/2025,-0.9,-1.3,-4.6,-15.5,-41.4
URJA,13/01/2025,51.4,0,-50,3.6,84.5
DMART,11/01/2025,9.7,9.7,4.8,10.6,17.7
SANGINITA,11/01/2025,-36.4,-37.5,-72.2,0.3,111
CESC,10/01/2025,-24.4,-25.1,-5.7,-24.2,9.8
EMBDL,10/01/2025,-7.9,-7.9,149.3,13.2,176.8
GNA,10/01/2025,-11.2,-11.3,11.7,-3.2,5
INFOMEDIA,10/01/2025,-3.5,0,5.3,NA,NA
JUSTDIAL,10/01/2025,-14.8,-14.8,42.7,0.9,8.4
PCBL,10/01/2025,-24.6,-24.5,-37,-7.1,21.3
SHAH,10/01/2025,20.5,25,150,-18,208.8
YAARI,10/01/2025,0.7,1.8,-48.6,NA,100
GTPL,09/01/2025,-30,-21.7,-57.3,3.7,4.3
IREDA,09/01/2025,9.7,9,14.5,4.2,35.6
SHRENIK,09/01/2025,-240,-100,NA,-4.5,-55.8
TATAELXSI,09/01/2025,-13.3,-13.3,-3.8,-1.7,2.7
TCS,09/01/2025,4.1,3.9,13,-0.4,5.6
TPHQ,09/01/2025,-68.5,-100,NA,-35.1,-27.2
TARIL,08/01/2025,20.8,-39.7,65.5,21.2,51.4
GMBREW,07/01/2025,1.2,1.4,-2.9,11.3,5.6